No. Number_particles M200 sigma200 R200 Sigma M_sigma Sigma_LoS Offset offset_log a_major b_inter c_minor major_dispersion intermediate_dispersion minor_dispersion
4604.0 37.0 4.0211 39.3911 0.0557 58.3897 8.8354 34.5998 0.01018 -1.99241 0.01695 0.0096 0.00783 35.70005 30.23473 34.93889
4605.0 36.0 3.9124 39.0327 0.0552 60.3254 9.3452 35.1921 0.00326 -2.48658 0.0154 0.01232 0.00666 40.53083 35.65725 26.92515
4606.0 49.0 5.4339 43.5501 0.0616 63.8907 11.6953 33.9466 0.0106 -1.97452 0.01687 0.01346 0.0109 37.4076 28.8402 43.02245
4607.0 34.0 3.6951 38.2961 0.0542 52.1848 6.8612 27.7456 0.00441 -2.35542 0.01935 0.01107 0.00983 30.92641 31.74715 27.54861
4608.0 19.0 2.0649 31.543 0.0446 54.1999 6.0966 34.0219 0.01098 -1.95948 0.01468 0.01048 0.00851 28.68282 33.64769 31.34892
4609.0 0.0 0.0 nan 0.0 nan nan nan nan nan nan nan nan nan nan nan
4610.0 48.0 5.2166 42.9607 0.0608 64.0183 11.5838 38.2435 0.00514 -2.28891 0.01942 0.01106 0.01023 37.20531 38.60828 34.97875
4611.0 31.0 3.369 37.1347 0.0525 50.6865 6.2767 30.8262 0.01106 -1.95606 0.01919 0.0151 0.01173 26.31362 33.30981 27.69782
4612.0 36.0 3.9124 39.0327 0.0552 59.1218 8.9761 38.0179 0.00626 -2.2033 0.01602 0.01492 0.01033 33.26277 36.59439 32.40106
4613.0 0.0 0.0 nan 0.0 nan nan nan nan nan nan nan nan nan nan nan
4614.0 36.0 3.9124 39.0327 0.0552 57.9356 8.6195 33.9501 0.00332 -2.47933 0.01625 0.01425 0.00964 31.35385 32.38765 36.39374
4615.0 14.0 1.5215 28.4907 0.0403 43.4497 3.5387 25.5277 0.01271 -1.89571 0.00919 0.00697 0.00485 28.04286 20.6673 25.96798
4616.0 52.0 5.6513 44.1228 0.0624 63.0282 11.5317 35.8402 0.01028 -1.9878 0.01695 0.01334 0.01253 35.92394 33.569 39.43541
4617.0 21.0 2.2823 32.6137 0.0461 60.7708 7.9242 37.1215 0.0117 -1.93183 0.01698 0.0115 0.01004 48.9684 21.40329 28.93246
4618.0 32.0 3.4777 37.5292 0.0531 47.3929 5.546 30.3014 0.00686 -2.16347 0.01253 0.01243 0.00719 26.59325 26.59751 28.83495
4619.0 45.0 4.8905 42.0459 0.0595 56.7422 8.9068 32.1655 0.00666 -2.17648 0.01598 0.01557 0.0118 35.03384 32.18796 30.92314
4620.0 0.0 0.0 nan 0.0 nan nan nan nan nan nan nan nan nan nan nan
4621.0 36.0 3.9124 39.0327 0.0552 62.0777 9.896 38.9011 0.00419 -2.37769 0.0122 0.00924 0.00642 37.40373 34.80961 35.25466
4622.0 50.0 5.4339 43.5501 0.0616 58.5717 9.829 32.4613 0.00269 -2.57023 0.01731 0.01369 0.00845 28.60313 33.58078 38.53351
4623.0 59.0 6.412 46.0197 0.0651 75.6593 17.3315 37.7474 0.01214 -1.9159 0.01775 0.01338 0.00886 42.78585 50.4354 36.74203
4624.0 50.0 5.4339 43.5501 0.0616 64.152 11.7912 33.5268 0.015 -1.82392 0.0157 0.01497 0.01325 36.35919 41.5782 32.63044
4625.0 47.0 5.1079 42.6605 0.0603 62.9697 11.1289 35.9874 0.01611 -1.7929 0.01625 0.01523 0.00959 36.26084 36.93445 35.86337
4626.0 48.0 5.2166 42.9607 0.0608 57.7783 9.4357 34.9655 0.01164 -1.93395 0.01703 0.014 0.01208 31.62298 35.28862 33.06101
4627.0 50.0 5.4339 43.5501 0.0616 57.8305 9.5819 30.8992 0.00649 -2.18759 0.019 0.01607 0.00894 34.81532 37.11753 27.46914
4628.0 47.0 5.1079 42.6605 0.0603 58.3928 9.5699 36.2648 0.01264 -1.89811 0.01634 0.01256 0.01084 35.85108 35.18185 29.77674
4629.0 52.0 5.6513 44.1228 0.0624 65.6557 12.5132 40.8332 0.00629 -2.2016 0.01533 0.01407 0.00954 42.76585 38.47063 31.65072
4630.0 47.0 5.1079 42.6605 0.0603 63.2484 11.2277 36.7133 0.0088 -2.05574 0.01271 0.01426 0.01098 40.37022 37.58206 30.9548
4631.0 44.0 4.7819 41.7326 0.059 58.9368 9.5371 33.3848 0.00641 -2.19331 0.01348 0.01296 0.01053 38.65375 27.58053 34.91055
4632.0 49.0 5.3253 43.2574 0.0612 69.2352 13.6419 36.6593 0.00867 -2.06198 0.01386 0.01052 0.00974 41.80765 40.39974 37.59649
4633.0 39.0 4.2385 40.0879 0.0567 54.79 7.9174 28.4667 0.00791 -2.10209 0.01652 0.01394 0.01158 29.71201 37.30259 26.97518
4634.0 52.0 5.6513 44.1228 0.0624 59.5451 10.2924 31.0562 0.00673 -2.17217 0.01446 0.01474 0.01191 30.11494 33.68152 38.78485
4635.0 41.0 4.4558 40.7614 0.0577 58.9373 9.3156 32.5484 0.01166 -1.93327 0.0199 0.01391 0.00969 37.89174 35.81458 27.47969
4636.0 26.0 2.8256 35.0198 0.0495 49.8111 5.7167 31.9166 0.01126 -1.94843 0.01574 0.01373 0.01038 34.08925 25.09872 26.25122
4637.0 44.0 4.7819 41.7326 0.059 58.8057 9.4948 34.8686 0.01224 -1.91238 0.018 0.01125 0.00907 34.48972 31.61621 35.62285
4638.0 43.0 4.6732 41.4143 0.0586 62.0347 10.4853 35.2389 0.00129 -2.88965 0.01575 0.01325 0.0091 34.83963 40.66077 31.32428
4639.0 47.0 5.1079 42.6605 0.0603 68.0904 13.0126 34.464 0.00777 -2.10974 0.01749 0.01245 0.0098 44.9219 36.08284 36.2816
4640.0 43.0 4.6732 41.4143 0.0586 55.5609 8.4111 30.0851 0.01207 -1.91839 0.0192 0.01264 0.00994 27.45666 40.55655 26.23572
4641.0 40.0 4.3472 40.4273 0.0572 50.7999 6.8641 32.8078 0.01163 -1.93447 0.02086 0.01659 0.0113 33.36603 26.92307 27.24864
4642.0 42.0 4.5645 41.0907 0.0581 55.3777 8.2904 28.5615 0.00656 -2.18316 0.01762 0.01426 0.0103 34.01342 24.63946 36.09255
4643.0 39.0 4.2385 40.0879 0.0567 51.6554 7.0374 24.9791 0.01518 -1.81869 0.02096 0.01575 0.01145 24.73612 30.80086 33.28223
4644.0 32.0 3.4777 37.5292 0.0531 50.618 6.3265 25.4189 0.00856 -2.06742 0.01786 0.01119 0.01025 31.75648 28.26241 27.47622
4645.0 51.0 5.5426 43.8371 0.062 61.2586 10.8234 33.9637 0.00248 -2.60557 0.01902 0.01325 0.01117 36.94338 35.92273 33.1265
4646.0 29.0 3.1517 36.3181 0.0514 37.9778 3.4463 21.8604 0.00653 -2.18541 0.02029 0.01277 0.01179 22.49513 20.33259 22.86634
4647.0 28.0 3.043 35.8956 0.0508 73.009 12.5885 30.7416 0.0065 -2.18712 0.01681 0.01249 0.00947 60.28585 27.02537 31.07343
4648.0 32.0 3.4777 37.5292 0.0531 48.3073 5.7621 28.6206 0.00775 -2.11077 0.0139 0.01185 0.00881 26.99647 28.10342 28.54787
4649.0 27.0 2.9343 35.4631 0.0502 45.6475 4.8617 25.5987 0.01318 -1.88024 0.0177 0.0119 0.00928 28.19871 28.14641 22.27801
4650.0 51.0 5.5426 43.8371 0.062 66.0631 12.5878 37.1261 0.0079 -2.1022 0.01661 0.01019 0.00848 37.47578 43.17236 33.10666
4651.0 52.0 5.6513 44.1228 0.0624 65.178 12.3318 36.2408 0.00841 -2.07513 0.01403 0.01184 0.00958 31.78528 39.91717 40.55232
4652.0 33.0 3.5864 37.9169 0.0536 52.5518 6.8892 27.891 0.0044 -2.35679 0.0152 0.01197 0.00954 31.87113 33.93807 24.37482
4653.0 52.0 5.6513 44.1228 0.0624 61.3748 10.9346 33.2502 0.0086 -2.06571 0.01965 0.01349 0.01245 31.09641 36.82512 37.99719
4654.0 25.0 2.717 34.5656 0.0489 42.0028 4.0119 29.0763 0.00788 -2.10364 0.01742 0.01324 0.00658 20.16671 21.44005 29.96439
4655.0 50.0 5.4339 43.5501 0.0616 58.444 9.7862 33.9499 0.01166 -1.93313 0.01862 0.01366 0.01292 32.20921 33.75623 35.19639
4656.0 38.0 4.1298 39.7419 0.0562 52.1086 7.0999 30.4 0.00303 -2.51927 0.01652 0.01435 0.0114 30.45381 30.81683 28.95167
4657.0 34.0 3.6951 38.2961 0.0542 47.9718 5.7981 26.537 0.00165 -2.78304 0.01505 0.01229 0.00909 28.54922 27.36517 27.15484
4658.0 49.0 5.3253 43.2574 0.0612 70.5855 14.1792 39.4074 0.00702 -2.15345 0.01885 0.01451 0.00756 29.88321 54.34986 33.69564
4659.0 47.0 5.1079 42.6605 0.0603 58.4103 9.5757 34.6937 0.009 -2.04561 0.0157 0.01321 0.01023 37.19735 34.17749 29.32611
4660.0 58.0 6.3034 45.7581 0.0647 62.3875 11.7174 37.7675 0.01073 -1.96956 0.01636 0.01606 0.01182 36.53672 40.12284 30.78032
4661.0 55.0 5.9773 44.9542 0.0636 62.4805 11.5467 36.7341 0.00607 -2.21684 0.01688 0.01517 0.01244 40.876 34.63259 32.14884
4662.0 45.0 4.8905 42.0459 0.0595 64.0495 11.3486 41.8748 0.00617 -2.20946 0.0148 0.01244 0.00974 35.29335 36.11584 39.4
4663.0 47.0 5.1079 42.6602 0.0603 58.6631 9.6589 31.2421 0.01111 -1.95433 0.01937 0.01365 0.01024 30.45179 33.70014 37.12613
4664.0 51.0 5.5426 43.8385 0.062 66.3709 12.7046 39.3014 0.00579 -2.23698 0.0174 0.01475 0.00973 32.60111 39.34097 42.36208
4665.0 28.0 3.043 35.8957 0.0508 51.4153 6.2432 30.8944 0.009 -2.04591 0.01831 0.01105 0.00917 33.63317 32.25487 21.72485
4666.0 56.0 6.086 45.2263 0.064 56.8599 9.6197 31.5468 0.01152 -1.93848 0.0215 0.01615 0.01405 32.50045 36.28199 29.33239
4667.0 21.0 2.2823 32.6135 0.0461 44.1211 4.177 27.126 0.01061 -1.97449 0.01799 0.01428 0.0069 23.93482 30.90092 20.4677
4668.0 49.0 5.3253 43.2571 0.0612 57.8275 9.5169 35.5193 0.00552 -2.25785 0.01575 0.0149 0.0106 38.70686 28.52318 32.12834
4669.0 52.0 5.6513 44.1227 0.0624 60.8609 10.7523 34.8434 0.01267 -1.89733 0.01705 0.01538 0.01175 35.50034 39.30357 29.9834
4670.0 49.0 5.3253 43.2571 0.0612 55.5265 8.7746 32.3922 0.01704 -1.76862 0.01827 0.01359 0.01188 38.37185 30.91632 25.59239
4671.0 41.0 4.4558 40.7619 0.0577 49.9164 6.682 28.8035 0.01441 -1.84136 0.01507 0.01348 0.01368 28.51075 30.54653 27.30732
4672.0 26.0 2.8256 35.0196 0.0495 52.2853 6.2988 30.6106 0.00521 -2.28275 0.01121 0.01207 0.00804 35.08814 28.2337 26.56007
4673.0 17.0 1.8475 30.395 0.043 44.3439 3.9324 25.7085 nan nan 0.01479 0.0127 0.00567 25.64 31.79411 17.26569
4674.0 21.0 2.2823 32.6135 0.0461 51.214 5.6279 26.0214 0.01049 -1.97931 0.01295 0.00928 0.00862 24.32143 32.11277 31.62453
4675.0 27.0 2.9343 35.4631 0.0502 43.1057 4.3354 24.1452 0.00929 -2.03176 0.01935 0.01385 0.01091 19.76469 30.80677 22.76846
4676.0 46.0 4.9992 42.356 0.0599 53.0856 7.8528 31.0101 0.00761 -2.11849 0.02043 0.016 0.01377 31.65188 27.46858 32.58397
4677.0 46.0 4.9992 42.356 0.0599 127.4216 45.2438 56.9512 0.00879 -2.05576 0.01967 0.01108 0.01034 82.94788 59.55143 76.22034
4678.0 26.0 2.8256 35.0196 0.0495 52.4722 6.3439 35.1472 0.01329 -1.8766 0.01881 0.0128 0.00774 21.33208 30.535 36.95787
4679.0 39.0 4.2385 40.0876 0.0567 56.7458 8.4929 32.3582 0.002 -2.69856 0.02229 0.01507 0.00913 34.16466 33.19266 30.83999
4680.0 27.0 2.9343 35.4631 0.0502 56.5324 7.4568 30.7807 0.00637 -2.19613 0.01267 0.00974 0.00871 40.37776 26.0936 29.74354
4681.0 38.0 4.1298 39.7418 0.0562 55.6235 8.09 34.2373 0.01125 -1.9488 0.01761 0.01353 0.00988 33.39037 36.22008 25.8295
4682.0 52.0 5.6513 44.1227 0.0624 63.4399 11.6828 35.6341 0.00644 -2.19084 0.02128 0.01479 0.00866 46.55774 34.30516 26.0797
4683.0 37.0 4.0211 39.391 0.0557 55.995 8.1255 27.9447 0.01095 -1.96055 0.01612 0.01065 0.01076 41.93591 26.11851 26.35607
4684.0 28.0 3.043 35.8957 0.0508 50.9548 6.1318 32.936 0.0073 -2.13685 0.01877 0.01413 0.00934 30.26049 23.92334 33.29223
4685.0 23.0 2.4996 33.618 0.0476 57.1494 7.2236 27.127 0.00582 -2.23499 0.01752 0.01348 0.0116 28.14843 35.02114 35.31627
4686.0 53.0 5.76 44.4037 0.0628 62.26 11.324 34.3966 0.01086 -1.96437 0.01709 0.01452 0.01232 37.62773 30.35169 39.23304
4687.0 44.0 4.7819 41.7325 0.059 51.2272 7.2053 28.2117 0.00136 -2.86766 0.01781 0.01231 0.00989 36.46515 26.31298 24.53868
4688.0 21.0 2.2823 32.6135 0.0461 56.3749 6.8193 34.3037 nan nan 0.01115 0.01208 0.0092 30.30478 41.30013 23.53825
4689.0 47.0 5.1079 42.6602 0.0603 57.3523 9.2321 34.9947 0.00937 -2.0281 0.01528 0.01225 0.01104 37.09952 33.41531 28.21936
4690.0 0.0 0.0 nan 0.0 nan nan nan nan nan nan nan nan nan nan nan
4691.0 33.0 3.5864 37.9161 0.0536 398.3137 395.7884 102.6077 0.01205 -1.91907 0.01671 0.01352 0.01035 215.42259 140.30325 304.23995
4692.0 42.0 4.5645 41.091 0.0581 141.5926 54.1979 58.7766 0.00469 -2.32921 0.01619 0.01123 0.01048 90.53916 89.58542 61.8513
4693.0 57.0 6.1947 45.4935 0.0644 65.0104 12.6499 35.3496 0.00653 -2.18528 0.01749 0.01211 0.01062 38.91962 35.00243 38.55451
4694.0 53.0 5.76 44.4037 0.0628 63.0817 11.6249 35.7937 0.00399 -2.39915 0.01696 0.01316 0.01348 31.8944 38.64265 38.32491
4695.0 49.0 5.3253 43.2571 0.0612 59.2001 9.974 35.2873 0.01029 -1.98746 0.02218 0.01516 0.00883 37.03686 33.8733 31.3931
4696.0 43.0 4.6732 41.4144 0.0586 57.2562 8.9321 32.4039 0.00416 -2.38059 0.01623 0.0149 0.01035 32.55007 30.80928 35.63077
4697.0 39.0 4.2385 40.0876 0.0567 55.485 8.1197 31.9875 0.00868 -2.06124 0.01738 0.01204 0.01104 34.97248 33.27612 27.35343
4698.0 51.0 5.5426 43.8385 0.062 68.0378 13.3507 38.3336 0.0032 -2.49494 0.0152 0.01327 0.00961 32.36921 42.04305 42.58826
4699.0 36.0 3.9124 39.0328 0.0552 54.2289 7.5518 34.8763 0.00561 -2.25124 0.01666 0.01476 0.01108 30.17588 35.34921 27.93965
4700.0 44.0 4.7819 41.7325 0.059 57.7194 9.1473 32.5519 0.01432 -1.84412 0.01743 0.01338 0.01142 30.51423 31.07357 37.87936
4701.0 50.0 5.4339 43.5486 0.0616 65.2216 12.1885 39.8491 0.00712 -2.14772 0.01613 0.01259 0.01118 35.15474 42.36333 34.9764
4702.0 44.0 4.7819 41.7325 0.059 57.9071 9.2069 33.7323 0.00682 -2.16614 0.01797 0.01471 0.01066 36.02809 29.90289 34.07388
4703.0 40.0 4.3472 40.4279 0.0572 54.9291 8.025 30.8488 0.00737 -2.1323 0.02107 0.01651 0.01263 33.13807 34.52613 26.96332
4704.0 45.0 4.8905 42.0467 0.0595 60.6787 10.1851 36.1428 0.00844 -2.07378 0.02072 0.01283 0.01075 29.43775 42.65749 31.55414
4705.0 29.0 3.1517 36.3183 0.0514 55.367 7.3248 35.5347 0.00321 -2.49387 0.0136 0.01158 0.00807 29.27664 28.51638 37.35236
4706.0 46.0 4.9992 42.356 0.0599 60.4376 10.1786 39.5151 0.01046 -1.98032 0.01859 0.01634 0.01147 30.88038 38.67119 34.69357
4707.0 37.0 4.0211 39.391 0.0557 55.0516 7.854 36.854 0.00952 -2.02156 0.02134 0.0122 0.00996 23.1202 41.36201 28.02355
4708.0 57.0 6.1947 45.4935 0.0644 65.4624 12.8264 40.2454 0.0091 -2.0408 0.01871 0.01363 0.0104 34.3832 45.74772 31.78472
4709.0 36.0 3.9124 39.0328 0.0552 51.5255 6.8176 28.8655 0.00848 -2.07136 0.02041 0.01651 0.01246 31.22642 31.04696 26.75584
4710.0 49.0 5.3253 43.2571 0.0612 58.0354 9.5854 32.0784 0.01505 -1.82261 0.01969 0.01323 0.01125 37.69879 32.1746 30.19448
4711.0 47.0 5.1079 42.6602 0.0603 71.1016 14.1891 32.4878 0.01131 -1.94649 0.02246 0.01394 0.01052 37.24884 55.4851 24.27683
4712.0 38.0 4.1298 39.7418 0.0562 57.1409 8.5374 33.2427 0.00746 -2.12736 0.01522 0.01337 0.01096 31.07852 37.64488 29.69964
4713.0 51.0 5.5426 43.8385 0.062 65.7923 12.484 37.7516 0.00895 -2.04831 0.01486 0.014 0.01025 37.08558 38.51608 38.33801
4714.0 31.0 3.369 37.135 0.0525 54.0967 7.1496 27.922 0.00948 -2.023 0.01631 0.01115 0.00982 33.67531 26.0313 33.38865
4715.0 32.0 3.4777 37.5295 0.0531 47.7056 5.6194 27.0545 0.01011 -1.9954 0.01674 0.01478 0.01326 30.77475 24.19675 27.26268
4716.0 43.0 4.6732 41.4144 0.0586 59.1549 9.5344 32.8261 0.00908 -2.04183 0.01604 0.01261 0.00845 35.79668 34.0827 32.50037
4717.0 48.0 5.2166 42.9618 0.0608 60.1405 10.2225 37.8234 0.00737 -2.13278 0.02063 0.0138 0.01051 40.89428 32.11596 30.21765
4718.0 44.0 4.7819 41.7325 0.059 61.5843 10.4133 35.4901 0.00894 -2.04878 0.0184 0.01297 0.01044 39.01656 29.21365 37.64169
4719.0 49.0 5.3253 43.2571 0.0612 65.9575 12.381 30.3697 0.00757 -2.12102 0.01612 0.01321 0.00949 40.20612 39.84738 33.85335
4720.0 29.0 3.1517 36.3183 0.0514 60.882 8.8566 26.5697 0.01166 -1.93322 0.01828 0.01005 0.0091 38.38763 35.52622 31.15913
4721.0 53.0 5.76 44.4037 0.0628 59.4958 10.3408 33.1678 0.00277 -2.55785 0.01446 0.0129 0.0108 32.308 36.41038 34.20865
4722.0 49.0 5.3253 43.2571 0.0612 57.1759 9.3036 32.503 0.00759 -2.11985 0.01969 0.01462 0.00926 34.19043 34.81585 29.79862
4723.0 45.0 4.8905 42.0467 0.0595 56.8311 8.9344 38.1476 0.01285 -1.89104 0.01744 0.01462 0.00949 31.04382 37.23697 29.65575
4724.0 51.0 5.5426 43.8385 0.062 63.179 11.512 42.7562 0.00878 -2.05645 0.02022 0.01355 0.00765 34.87861 40.35531 33.86033
4725.0 29.0 3.1517 36.3183 0.0514 54.532 7.1055 32.8906 0.01371 -1.86309 0.01572 0.01197 0.01149 35.26234 29.60806 29.21758
4726.0 43.0 4.6732 41.4144 0.0586 56.8015 8.7908 33.2833 0.01014 -1.99396 0.01636 0.01253 0.00878 35.09049 31.41388 31.75281
4727.0 31.0 3.369 37.135 0.0525 50.1963 6.1558 25.9478 0.01387 -1.85788 0.01764 0.01083 0.00914 36.74263 22.58778 25.67962
4728.0 41.0 4.4558 40.7616 0.0577 62.4244 10.4505 36.2289 0.009 -2.04593 0.01771 0.01138 0.01036 35.92062 33.73153 38.32361
4729.0 45.0 4.8905 42.0467 0.0595 61.652 10.5145 34.8431 0.00736 -2.13332 0.0144 0.01106 0.00874 35.54612 40.54435 29.89304
4730.0 52.0 5.6513 44.1232 0.0624 57.5388 9.6103 29.2538 0.00795 -2.09965 0.01638 0.01345 0.01338 36.78113 28.40136 33.92964
4731.0 18.0 1.9562 30.9806 0.0438 44.5225 4.0402 21.5401 0.01259 -1.90008 0.01484 0.01202 0.00493 31.02012 24.10505 20.95124
4732.0 27.0 2.9343 35.4631 0.0502 171.7105 68.7938 56.347 0.00281 -2.55163 0.01487 0.01181 0.00907 155.62466 61.85539 37.93895
4733.0 45.0 4.8905 42.0467 0.0595 64.7611 11.6017 31.4674 0.01326 -1.87743 0.01754 0.01375 0.01106 38.66615 39.00646 34.31369
4734.0 54.0 5.8687 44.6814 0.0632 63.6816 11.921 37.6713 0.00701 -2.15421 0.016 0.01466 0.01078 37.40492 34.30161 38.46585
4735.0 49.0 5.3253 43.2573 0.0612 59.4828 10.0694 30.2643 0.00845 -2.07316 0.01743 0.01623 0.01051 31.63358 38.27013 32.75538
4736.0 42.0 4.5645 41.0905 0.0581 57.0669 8.804 34.445 0.00405 -2.39268 0.01803 0.01376 0.00968 37.93828 31.78785 28.4052
4737.0 39.0 4.2385 40.0876 0.0567 54.78 7.9147 30.5979 0.00758 -2.12018 0.01772 0.01288 0.01139 33.73541 33.46938 27.25012
4738.0 0.0 0.0 nan 0.0 nan nan nan nan nan nan nan nan nan nan nan
4739.0 0.0 0.0 nan 0.0 nan nan nan nan nan nan nan nan nan nan nan
4740.0 31.0 3.369 37.1343 0.0525 161.1571 63.4536 120.5234 0.00839 -2.07644 0.01478 0.01194 0.01116 111.10648 110.78013 36.80672
4741.0 0.0 0.0 nan 0.0 nan nan nan nan nan nan nan nan nan nan nan
4742.0 25.0 2.717 34.5649 0.0489 49.8029 5.6406 29.8646 0.00925 -2.03407 0.01192 0.01075 0.00825 32.89065 31.51545 20.13235
4743.0 47.0 5.1079 42.6609 0.0603 64.2187 11.5746 35.2661 0.00602 -2.22018 0.01269 0.01206 0.008 34.13635 38.8915 38.02891
4744.0 40.0 4.3472 40.4278 0.0572 89.6754 21.3891 35.9069 0.00705 -2.15188 0.01429 0.01158 0.01034 76.97125 37.49285 26.67203
4745.0 49.0 5.3253 43.2573 0.0612 58.3072 9.6753 32.4597 0.00864 -2.06338 0.0218 0.01814 0.01059 34.47482 34.72399 31.70893
4746.0 18.0 1.9562 30.9806 0.0438 144.5447 42.5837 122.608 0.01031 -1.98659 0.01722 0.0119 0.01025 51.97967 69.85533 115.37558
4747.0 51.0 5.5426 43.8381 0.062 64.4649 11.9855 35.5814 0.00999 -2.0005 0.02217 0.01319 0.00976 38.24805 41.48559 31.17301
4748.0 43.0 4.6732 41.4138 0.0586 57.2251 8.9227 31.7015 0.0146 -1.83556 0.02142 0.01459 0.00961 34.6728 34.87936 29.25641
4749.0 0.0 0.0 nan 0.0 nan nan nan nan nan nan nan nan nan nan nan
4750.0 0.0 0.0 nan 0.0 nan nan nan nan nan nan nan nan nan nan nan
4751.0 49.0 5.3253 43.2573 0.0612 66.5995 12.623 41.8227 0.00515 -2.28779 0.01508 0.01376 0.01106 35.10343 43.93671 35.67649
4752.0 41.0 4.4558 40.7616 0.0577 63.1761 10.7036 39.2907 0.00841 -2.07512 0.01488 0.01158 0.01087 42.98805 35.32005 29.9289
4753.0 51.0 5.5426 43.8381 0.062 63.2921 11.5534 33.0823 0.01392 -1.85628 0.01389 0.01268 0.00987 41.87364 31.01145 35.92744
4754.0 47.0 5.1079 42.6609 0.0603 54.4137 8.31 32.2104 0.00585 -2.2329 0.01687 0.0147 0.0116 35.15385 28.82881 29.89915
4755.0 52.0 5.6513 44.1232 0.0624 56.2582 9.1873 33.2471 0.01078 -1.96749 0.01802 0.01475 0.01239 34.02206 31.43603 31.92592
4756.0 49.0 5.3253 43.2573 0.0612 56.2814 9.0147 32.536 0.01253 -1.9022 0.01848 0.01298 0.0101 33.94963 31.63975 31.84254
4757.0 28.0 3.043 35.8958 0.0508 389.2252 357.7816 238.7767 0.01562 -1.80626 0.01527 0.00914 0.00799 239.80802 63.43676 299.94023
4758.0 41.0 4.4558 40.7616 0.0577 58.9342 9.3145 34.5142 0.00296 -2.52822 0.01562 0.01262 0.00925 30.34406 38.64126 32.54728
4759.0 50.0 5.4339 43.5496 0.0616 66.6919 12.7437 40.116 0.00797 -2.09871 0.01664 0.01341 0.0091 41.94195 37.21432 36.10793
4760.0 30.0 3.2604 36.7311 0.052 50.5202 6.1678 28.2188 0.01246 -1.90453 0.01652 0.01134 0.01173 30.95197 26.43706 29.92233
4761.0 46.0 4.9992 42.3558 0.0599 66.085 12.1698 33.1949 0.00771 -2.11302 0.01708 0.01422 0.01072 45.72444 28.46378 38.29258
4762.0 36.0 3.9124 39.032 0.0552 52.3712 7.0435 36.1958 0.00571 -2.24343 0.01399 0.01136 0.00984 31.07485 23.22616 35.18007
4763.0 46.0 4.9992 42.3558 0.0599 60.6438 10.2482 29.3728 0.00815 -2.08891 0.01392 0.01427 0.01058 37.88592 35.75363 31.04838
4764.0 49.0 5.3253 43.2573 0.0612 57.8267 9.5165 30.8544 0.00512 -2.2905 0.01865 0.01353 0.00999 36.85769 33.04575 29.89007
4765.0 43.0 4.6732 41.4138 0.0586 56.5848 8.7242 29.8693 0.00805 -2.09433 0.01697 0.01473 0.01181 29.59239 35.79384 32.32548
4766.0 40.0 4.3472 40.4278 0.0572 51.4003 7.0271 26.1899 0.00584 -2.23342 0.01852 0.01336 0.01312 28.95472 31.12273 28.89625
4767.0 37.0 4.0211 39.3901 0.0557 58.9702 9.0123 32.0321 0.01349 -1.87013 0.01608 0.01211 0.00991 37.43139 34.92475 29.26842
4768.0 24.0 2.6083 34.0982 0.0482 48.5785 5.2939 30.9841 0.01155 -1.93746 0.01726 0.01196 0.00939 25.06002 29.58467 29.26792
4769.0 29.0 3.1517 36.3185 0.0514 64.1504 9.833 38.8405 0.00888 -2.05162 0.01599 0.01005 0.00807 28.85265 40.35168 40.67603
4770.0 46.0 4.9992 42.3558 0.0599 67.5836 12.7279 34.0907 0.01408 -1.85143 0.0189 0.01282 0.01163 51.38402 25.18892 35.95467
4771.0 48.0 5.2166 42.9612 0.0608 62.1041 10.9012 35.4886 0.00416 -2.38127 0.01536 0.01218 0.01083 36.71913 39.86298 30.32447
4772.0 52.0 5.6513 44.1232 0.0624 65.2531 12.36 38.3708 0.00098 -3.00785 0.01561 0.012 0.01129 35.52604 38.22117 39.17927
4773.0 23.0 2.4996 33.6172 0.0476 55.4878 6.81 33.9979 0.00604 -2.21903 0.01365 0.0108 0.00612 32.75646 32.73905 30.56241
4774.0 47.0 5.1079 42.6609 0.0603 57.8687 9.3987 33.4828 0.01243 -1.9056 0.01552 0.01421 0.01247 35.0711 32.2568 32.83758
4775.0 44.0 4.7819 41.7328 0.059 51.3455 7.2385 28.6727 0.01279 -1.89311 0.01867 0.01386 0.01177 34.00052 26.56889 27.82847
4776.0 41.0 4.4558 40.7616 0.0577 61.4895 10.1398 34.2036 0.01402 -1.85313 0.02025 0.01319 0.00867 30.83895 28.35779 45.00832
4777.0 46.0 4.9992 42.3558 0.0599 60.3734 10.157 38.2663 0.00721 -2.14204 0.01774 0.01362 0.01163 39.50762 35.07188 29.22423
4778.0 33.0 3.5864 37.9164 0.0536 56.3447 7.9197 36.0161 0.00441 -2.35579 0.01522 0.01327 0.00865 34.99421 33.39433 28.89553
4779.0 57.0 6.1947 45.4935 0.0644 70.3141 14.7981 47.0121 0.00523 -2.28132 0.0136 0.01198 0.00963 38.64794 45.2319 37.47647
4780.0 44.0 4.7819 41.7328 0.059 52.3388 7.5213 29.4673 0.00699 -2.15545 0.01837 0.01287 0.01372 34.313 27.29969 28.57793
4781.0 50.0 5.4339 43.5496 0.0616 56.4454 9.1286 33.0551 0.01048 -1.97983 0.01832 0.01318 0.01533 27.49976 36.69668 32.91207
4782.0 38.0 4.1298 39.7419 0.0562 61.0931 9.7592 38.5901 0.01099 -1.95882 0.01311 0.0111 0.00927 30.05609 38.35336 36.85133
